index,topYear,rank,trackId,trackName,artistName,albumId,albumName,genres,popularity,tempo,energy,danceability,loudness,speechiness,instrumentalness,duration_ms,valence,explicit,duration_m,topGenre
0,2009,1,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,Black Eyed Peas,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],"['dance pop', 'pop', 'pop dance', 'pop rap']",81,127.96,0.766,0.743,-6.375,0.0265,0.0,289133,0.61,False,5.0,pop
1,2009,2,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,The Fame,"['dance pop', 'pop', 'pop dance']",77,118.999,0.806,0.851,-4.62,0.0787,1.64e-06,237200,0.787,False,4.0,pop
2,2009,3,4kgTdThcDHfuDS2kKxB7Lc,You Belong With Me,Taylor Swift,2gP2LMVcIFgVczSJqn340t,Fearless (Platinum Edition),"['dance pop', 'pop', 'pop dance']",61,129.964,0.771,0.687,-4.424,0.0384,2.46e-05,231146,0.445,False,4.0,pop
3,2009,4,0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,3OALgjCs6Lqw41853v4wEQ,One Of The Boys,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",71,132.032,0.841,0.706,-3.956,0.0418,0.0,220226,0.861,False,4.0,pop
4,2009,5,3GpbwCm3YxiWDvy29Uo3vP,Right Round,Flo Rida,2vBLKFrI1rZqB7VtGxcsR5,R.O.O.T.S. (Route of Overcoming the Struggle),"['dance pop', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",74,124.986,0.672,0.72,-6.852,0.0551,0.0,204640,0.705,False,3.0,pop
5,2009,6,3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),"['dance pop', 'pop', 'pop dance', 'post-teen pop']",79,96.021,0.698,0.652,-4.667,0.042,0.000115,202066,0.47,False,3.0,pop
6,2009,7,1D4PL9B8gOg78jiHg3FvBb,Love Story,Taylor Swift,3EzFY9Rg0PpbADMth746zi,Fearless (Big Machine Radio Release Special),"['dance pop', 'pop', 'pop dance']",77,118.984,0.741,0.617,-3.97,0.0311,0.0,236266,0.306,False,4.0,pop
7,2009,8,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,JAY-Z,2CUT0104gySOIvqwtXeFsX,The Blueprint 3,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",80,173.585,0.956,0.491,-1.538,0.392,0.0,276920,0.811,True,5.0,hip hop
8,2009,9,7LP4Es66zdY7CyjepqmvAg,Down,Jay Sean,3v0AeWgJPrdPPZGt1tS2s0,All Or Nothing,"['dance pop', 'desi pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",79,65.997,0.695,0.657,-4.493,0.0321,0.0,212106,0.683,False,4.0,pop
9,2009,10,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,6fpLLJsDSSAlToEDW2jv4F,Animal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",81,120.028,0.837,0.755,-2.718,0.142,0.0,199693,0.714,False,3.0,pop
10,2009,11,127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),David Guetta,5DJc5qCdB5pPrDO97LXjeW,One More Love,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",77,130.011,0.627,0.813,-5.018,0.0486,0.000616,195853,0.801,True,3.0,pop
11,2009,12,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,The Fame,"['dance pop', 'pop', 'pop dance']",76,118.992,0.739,0.822,-4.541,0.0311,4.26e-05,241933,0.745,False,4.0,pop
12,2009,13,5x5JM1BSB6vollcIzDocqT,The Climb,Miley Cyrus,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),"['dance pop', 'pop', 'pop dance', 'post-teen pop']",73,161.01,0.602,0.336,-6.354,0.0325,0.0,234520,0.299,False,4.0,pop
13,2009,14,4fixebDZAVToLbUCuEloa2,Womanizer,Britney Spears,2tve5DGwub1TtbX1khPX5j,Circus (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",78,139.0,0.695,0.724,-5.226,0.0622,0.0,224400,0.235,False,4.0,pop
14,2009,15,4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,"['dance pop', 'pop', 'post-teen pop', 'r&b']",77,79.983,0.72,0.508,-5.908,0.0628,0.0,261640,0.472,False,4.0,pop
15,2009,16,0JiY190vktuhSGN6aqJdrt,So What,P!nk,1LOJfNDxQhbpssKx7oM7at,Funhouse (Expanded Edition),"['dance pop', 'pop', 'post-teen pop']",77,126.019,0.87,0.534,-3.078,0.0425,0.0,215160,0.462,True,4.0,pop
16,2009,17,5EGPf0nqO7vEIwsOX6Er98,Obsessed,Mariah Carey,0an7K6LfvYERpVviYMUFp0,Memoirs of an imperfect Angel (International Version),"['dance pop', 'pop', 'r&b', 'urban contemporary']",68,86.443,0.468,0.742,-5.557,0.0625,0.0,242200,0.369,False,4.0,pop
17,2009,18,6eDApnV9Jdb1nYahOlbbUh,One Time,Justin Bieber,1rG5TDs3jYh6OU753I54CI,My World,"['canadian pop', 'pop', 'post-teen pop']",70,145.999,0.853,0.691,-2.528,0.0372,7.13e-05,215866,0.762,False,4.0,pop
18,2009,19,0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,6rePArBMb5nLWEaY9aQqL4,The Fame Monster (Deluxe Edition),"['dance pop', 'pop', 'pop dance']",81,119.001,0.921,0.696,-3.755,0.0363,5.24e-05,294573,0.714,True,5.0,pop
19,2009,20,7xkQdy0cy5ymoWT7nedvLz,Whatcha Say,Jason Derulo,0DEsmIQ5ir7tz52Nkf4i1K,Jason Derulo (International),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",72,144.036,0.711,0.615,-5.507,0.0779,0.0,221253,0.711,False,4.0,pop
20,2009,21,32yIEFS62uS5ryhr2Xlooj,Hotel Room Service,Pitbull,6t7u6RvLoWLfWPLRUUXD1d,Hotel Room Service,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",61,126.003,0.599,0.849,-8.164,0.227,0.000249,238506,0.761,False,4.0,pop
21,2009,22,2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,Soulja Boy,2zwyBK8ea29FqWuY8IiRJu,iSouljaBoyTellem,"['atl hip hop', 'dance pop', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,149.998,0.712,0.758,-3.781,0.112,0.0,193386,0.795,True,3.0,rap
22,2009,23,1yJ5fyqBusR7Verj8JGsKV,Miss Independent,Ne-Yo,6dC6J5qkPcJ1iGshEN5MpX,Year Of The Gentleman,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",70,171.812,0.673,0.668,-5.714,0.145,0.0,232000,0.727,False,4.0,pop
23,2009,24,5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),Beyoncé,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,"['dance pop', 'pop', 'post-teen pop', 'r&b']",69,193.437,0.584,0.426,-5.293,0.296,0.0,193213,0.272,False,3.0,pop
24,2009,25,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,Kelly Clarkson,4h8seeFAi6iYhslcWIxTSG,All I Ever Wanted,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",67,144.982,0.882,0.526,-4.006,0.0509,0.0,211493,0.424,False,4.0,pop
25,2009,26,7ElF5zxOwYP4qVSWVvse3W,Break Your Heart,Taio Cruz,0eGvq1J5Ke7VlLLOYIlY4k,The Rokstarr Hits Collection,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",73,122.01,0.934,0.607,-4.217,0.0314,0.0,201546,0.568,False,3.0,pop
26,2009,27,7jk7gqyEonmVVYahZN5zhW,Circus,Britney Spears,2tve5DGwub1TtbX1khPX5j,Circus (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",73,114.98,0.733,0.791,-5.215,0.052,0.000381,192360,0.761,False,3.0,pop
27,2009,28,02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,The Fame,"['dance pop', 'pop', 'pop dance']",71,114.906,0.692,0.762,-3.973,0.0438,0.0,208306,0.397,False,3.0,pop
28,2009,29,4LiJE6pqgsTX3FtukW6bNh,Release Me,Agnes,6hfmJS7B3wWyQXfMoNuHIA,Dance Love Pop (The Love Love Love Edition),"['classic swedish pop', 'electropop', 'europop', 'swedish electropop', 'swedish idol pop', 'swedish pop']",63,127.973,0.923,0.621,-3.124,0.0321,7.28e-05,256213,0.716,False,4.0,pop
29,2009,30,3F9ByoUqu31xU0I3G5xfVg,Meet Me Halfway,Black Eyed Peas,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],"['dance pop', 'pop', 'pop dance', 'pop rap']",72,130.0,0.629,0.798,-6.857,0.0735,2.17e-05,284373,0.4,False,5.0,pop
30,2009,31,2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,33YSJfsBkjN3yqcq18bdRi,Tomorrow,"['dance pop', 'miami hip hop', 'pop', 'pop dance', 'post-teen pop', 'urban contemporary']",71,122.973,0.804,0.839,-2.513,0.0329,0.0,239986,0.888,False,4.0,pop
31,2009,32,1YaVmBh7EAeR54FIjuFcb5,Naturally,Selena Gomez & The Scene,5lm8loAsSpprr19lwSY16V,Kiss & Tell,"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']",64,132.612,0.902,0.605,-5.406,0.0511,1.01e-06,202586,0.875,False,3.0,pop
32,2009,33,0tT9teKjK4G5PkcdZT7sbm,Everybody in Love,JLS,3oZ7Rys9s12dBp1XCgZJ5a,Goodbye The Greatest Hits,"['boy band', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show']",43,140.022,0.783,0.705,-5.971,0.0327,0.0,195586,0.656,False,3.0,pop
33,2009,34,2wLMMcXV6sRtLijfLZP9oR,Sweet Dreams,Beyoncé,1mLK9n3KBlgsRgPX3nlSwf,I AM...SASHA FIERCE,"['dance pop', 'pop', 'post-teen pop', 'r&b']",50,121.949,0.825,0.694,-5.986,0.111,1.86e-05,208066,0.788,False,3.0,pop
34,2009,35,0jDWRUbxSn8zQlwFbeLHwo,Evacuate The Dancefloor,Cascada,2VdVCzqQ6MyOSLEZh75iMn,Evacuate The Dancefloor,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international', 'pop dance', 'pop rap']",64,127.029,0.702,0.762,-5.87,0.0432,0.0,207200,0.898,False,3.0,other
35,2009,36,2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,Britney Spears,2tve5DGwub1TtbX1khPX5j,Circus (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",70,129.954,0.587,0.717,-7.296,0.0339,0.0,216520,0.544,False,4.0,pop
36,2009,37,1hRFVIy9As8OVRk8B7CrD5,When Love Takes Over (feat. Kelly Rowland),David Guetta,5DJc5qCdB5pPrDO97LXjeW,One More Love,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",68,129.967,0.862,0.675,-4.614,0.0253,0.000427,191000,0.498,False,3.0,pop
37,2009,38,3fbIXSOzvCamjWAPyGM6hQ,Beat Again - Radio Edit,JLS,2U8AnBENulbQU9OFtOtzLh,Beat Again,"['boy band', 'dance pop', 'europop', 'pop', 'pop dance', 'post-teen pop', 'talent show']",2,120.02,0.93,0.894,-4.577,0.0712,0.0,196640,0.968,False,3.0,pop
38,2009,39,40bm28QcJT5My540ymSQ2y,Untouched,The Veronicas,7ByjOOmDkEgm1HC9LwOPNg,Hook Me Up (UK Version),"['australian pop', 'candy pop', 'dance pop', 'electropop', 'girl group', 'pop', 'pop dance', 'post-teen pop']",58,177.008,0.783,0.557,-4.893,0.234,0.0172,255360,0.442,False,4.0,pop
39,2009,40,0eH2eHURaXUP15D8gQlfjx,LoveGame,Lady Gaga,1qwlxZTNLe1jq3b0iidlue,The Fame,"['dance pop', 'pop', 'pop dance']",64,105.024,0.678,0.894,-5.611,0.0523,2.43e-06,216333,0.844,False,4.0,pop
40,2009,41,3OWcWJz1c0pIc6L3IDDhpP,Knock You Down,Keri Hilson,5Ol7UcvxuzeE34MqGivc0o,In A Perfect World...,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",55,155.165,0.877,0.588,-4.78,0.16,0.0,326186,0.645,False,5.0,pop
41,2009,42,7Kpqjspw4Y7HrvItIRcBiW,Jai Ho! (You Are My Destiny),A.R. Rahman,1oMuVetdRIXCSOp2OgcIu5,Jai Ho! (You Are My Destiny),"['desi pop', 'filmi', 'modern bollywood', 'sufi']",64,136.202,0.941,0.657,-3.919,0.061,0.0,222400,0.879,False,4.0,other
42,2009,43,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",82,150.953,0.457,0.686,-8.322,0.0468,0.0,242186,0.718,False,4.0,pop
43,2009,44,1fyysXwSGNtMeqMBLwW3SI,Breakeven,The Script,2hWSBJTWE0ce0NqJv2vzCc,The Script,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",66,94.034,0.694,0.63,-4.501,0.0242,0.0,261426,0.49,False,4.0,pop
44,2009,45,33IQnmtJYjCcrvUUMQgi80,Fight For This Love,Cheryl,3ao7El5qj953dxb01PBhPG,3 Words,"['dance pop', 'electropop', 'europop', 'pop dance', 'post-teen pop', 'uk pop']",63,122.988,0.741,0.739,-5.873,0.0912,0.0,223253,0.727,False,4.0,pop
45,2009,46,4hJNA7VCBfNDly2Lz1SKAt,Battlefield,Jordin Sparks,5rIieyO35qlrr6W0eS9y8d,Battlefield,"['dance pop', 'europop', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",60,144.953,0.634,0.613,-3.472,0.0339,0.0,241920,0.37,False,4.0,pop
46,2009,47,3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,3vf65wfk1EEjVhy6BjENsS,Ocean Eyes,"['indietronica', 'modern rock', 'pop', 'pop rock', 'post-teen pop']",79,180.114,0.662,0.512,-6.797,0.0439,0.0,228346,0.472,False,4.0,pop
47,2009,48,6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),Pitbull,5xLAcbvbSAlRtPXnKkggXA,Pitbull Starring In Rebelution,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",60,127.045,0.743,0.825,-5.995,0.149,2.12e-05,237120,0.8,False,4.0,pop
48,2009,49,0lqYRbRiGc5oiCUW51JH5s,Beautiful,Akon,3BHAzidZ03EjVE7ncqyn0M,Freedom,['dance pop'],65,130.015,0.945,0.74,-4.442,0.0889,0.0,312986,0.629,False,5.0,pop
49,2009,50,3oDFtOhcN08qeDPAK6MEQG,Boom Boom Pow,Black Eyed Peas,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],"['dance pop', 'pop', 'pop dance', 'pop rap']",69,130.048,0.857,0.867,-5.892,0.0663,0.00171,251440,0.402,False,4.0,pop
50,2009,51,7kMfu3KUydmrFVGEAhjtyl,Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,41TUivD915ztiKgyu99H9T,Hot Mess,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",67,119.964,0.874,0.594,-3.716,0.0815,0.0,196413,0.628,False,3.0,pop
51,2009,52,0CINJz55gaKzuAsqhZ0hEU,Waking Up In Vegas,Katy Perry,3OALgjCs6Lqw41853v4wEQ,One Of The Boys,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",50,130.989,0.878,0.524,-3.108,0.0346,0.0,199186,0.59,False,3.0,pop
52,2009,53,1cDRpJiJa94Voj0Ayc9iGJ,Not Fair,Lily Allen,2OUL7ZpAvUaWyylZ1lXpe0,"It's Not Me, It's You","['dance pop', 'electropop', 'pop', 'pop dance']",49,121.488,0.806,0.718,-9.191,0.0376,0.0137,202546,0.929,True,3.0,pop
53,2009,54,4cS2HQ6jK80vqdY9ofpztx,She Wolf,Shakira,5u0OuxRnf3FzvZR07xAxL2,She Wolf (Expanded Edition),"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",68,121.983,0.69,0.865,-7.448,0.0444,0.0138,188866,0.868,False,3.0,pop
54,2009,55,3tSuRiNgJmMqmYR23dCqnR,I Hate This Part,The Pussycat Dolls,7mDkWKTghwBDuHCJmH6qR5,Doll Domination (Deluxe),"['dance pop', 'girl group', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'urban contemporary']",65,111.572,0.612,0.756,-4.371,0.0317,0.0,218400,0.452,False,4.0,pop
55,2009,56,3jlbL2OTD5YmIunYzgQTAN,Live Your Life,T.I.,5PfepkNWgRR2DI02Y8AawC,Paper Trail,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,159.841,0.862,0.375,-3.363,0.255,0.0,338853,0.478,True,6.0,rap
56,2009,57,5jzX4dWVQeBTtfBaXnMRt5,DONTTRUSTME,3OH!3,6MSOHtUiG49Grd7BdZrRUm,WANT,"['dance pop', 'electropowerpop', 'modern rock', 'pop', 'pop punk', 'pop rap', 'post-teen pop']",73,130.012,0.713,0.791,-3.742,0.254,0.0,192573,0.514,True,3.0,pop
57,2009,58,4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West,3WFTGIO6E3Xh4paEOBY9OU,808s & Heartbreak,"['chicago rap', 'rap']",79,87.999,0.647,0.79,-5.983,0.136,0.0,211000,0.654,False,4.0,rap
58,2009,59,4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,3MXDonOIzrIrCh0HvlACyj,Crazy Love,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",71,122.58,0.733,0.615,-4.808,0.0335,0.0,244586,0.796,False,4.0,pop
59,2009,60,3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,3CcCqXsbyjCDDSA3omcGoy,La Roux,"['alternative dance', 'dance pop', 'electropop', 'neo-synthpop', 'new rave']",68,123.016,0.882,0.674,-2.771,0.0477,6.47e-05,205733,0.682,False,3.0,pop
60,2009,61,5gb9UJkh8TfrNMRYOJNbew,Gives You Hell,The All-American Rejects,5doKZJ05r4UbAp9rmpDRDD,When The World Comes Down,"['modern rock', 'neo mellow', 'pop punk', 'pop rock']",71,100.008,0.691,0.718,-6.44,0.0387,0.0,213106,0.552,False,4.0,rock
61,2009,62,1GxHeBvQ9935Dd3cSfsfBa,Best I Ever Had,Drake,6agmeioaDOBupymziJihgB,Thank Me Later (Int'l Version),"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",64,162.161,0.894,0.431,-2.673,0.33,0.0,258760,0.605,True,4.0,rap
62,2009,63,4LxjagX6D8MxMaoTmqpQ8Y,Mad,Ne-Yo,6dC6J5qkPcJ1iGshEN5MpX,Year Of The Gentleman,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",64,129.94,0.644,0.731,-5.348,0.0343,0.0,254533,0.691,False,4.0,pop
63,2009,64,20X9OeC606XNwEtDBOym5u,Love Drunk,Boys Like Girls,7DphDayDRJ1NtRmveflFWD,Love Drunk,"['dance pop', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",64,150.005,0.976,0.44,-3.17,0.141,3.39e-06,226706,0.412,False,4.0,punk
64,2009,65,0JYRNrTwUmeySRX37azvnH,Bad Boys (feat. Flo Rida),Alexandra Burke,0Jo60TeFm2QkBR9d5anzRU,Overcome,"['dance pop', 'europop', 'post-teen pop', 'talent show']",57,140.029,0.866,0.67,-3.684,0.0538,0.0,206480,0.636,False,3.0,pop
65,2009,66,6jBUP2KCe821yqf1hiBqPR,Broken Strings,James Morrison,4gbQkXljzPRUvYtqQscMO7,"Songs For You, Truths For Me (International Exclusive Bundle)","['neo mellow', 'neo soul', 'pop', 'pop rock']",71,111.91,0.717,0.57,-4.914,0.029,0.0,250453,0.321,False,4.0,other
66,2009,67,3uRIGDDdT4tztwsOSLmjZg,Number 1,Tinchy Stryder,768phjrQ22pDyr1oQoW0bY,Catch 22,"['dance pop', 'grime', 'pop dance']",59,114.912,0.824,0.581,-3.912,0.0377,0.0,212773,0.747,False,4.0,pop
67,2009,68,3mJq2ZlI3ZN8hvmRSdzRy9,Fallin' For You,Colbie Caillat,2O9W3UoJ6veHK6htH4PpSo,Breakthrough (Int'l Deluxe Version),"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",58,117.037,0.825,0.645,-6.473,0.0273,0.0,215320,0.641,False,4.0,pop
68,2009,69,7LR85XLWw2yXqKBSI5brbG,Run This Town,JAY-Z,2CUT0104gySOIvqwtXeFsX,The Blueprint 3,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",72,86.844,0.924,0.632,-1.802,0.29,0.0,267520,0.441,True,4.0,hip hop
69,2009,70,1BIENruTnjKdB7HD2YIlRr,Love Sex Magic (feat. Justin Timberlake),Ciara,6TpQvLoBuLgVM2XDSJ1VF9,Fantasy Ride,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",58,107.011,0.666,0.893,-5.089,0.138,0.0,220426,0.874,False,4.0,pop
70,2009,71,7rQEsMAmRB4KaXhx3xJM13,Holiday,Dizzee Rascal,5nIyypNxytKxKZ0jOm6CEp,Tongue N' Cheek,"['bassline', 'grime', 'instrumental grime']",62,117.985,0.918,0.545,-1.925,0.0448,0.0,220626,0.855,False,4.0,other
71,2009,72,1NhPKVLsHhFUHIOZ32QnS2,Secrets,OneRepublic,2pLAOZiilrhOrTQNqrF8qr,Waking Up,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop dance', 'pop rock']",76,148.021,0.764,0.516,-6.223,0.0366,0.0,224693,0.376,False,4.0,pop
72,2009,73,3ZHfX6kbiY7JVsB63lLOLu,The Only Exception,Paramore,3CaQTJU2Cpx7GXTgenmb2r,Brand New Eyes,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",62,137.715,0.563,0.452,-6.607,0.0272,0.0,267653,0.209,False,4.0,pop
73,2009,74,1MaqkdFNIKPdpQGDzme5ss,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,7DphDayDRJ1NtRmveflFWD,Love Drunk,"['dance pop', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",65,127.976,0.702,0.521,-5.189,0.0331,0.0,242840,0.25,False,4.0,punk
74,2009,75,16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,Jeremih,5pjw8w5tKfWgrKqsaaGBKx,Jeremih,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",69,60.019,0.523,0.677,-5.603,0.0439,0.0,226506,0.446,False,4.0,rap
75,2009,76,5xeSDlt3eCxPsWKBhfUJTR,"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,4S2rMIWiGeYCe5pxZxycyN,Turn It Up,"['dance pop', 'electropop', 'europop', 'pop dance', 'post-teen pop']",53,119.918,0.873,0.451,-4.711,0.19,0.0,196520,0.589,False,3.0,pop
76,2009,77,456WNXWhDwYOSf5SpTuqxd,Dog Days Are Over,Florence + The Machine,1rLLyY5p6HXNl2lKzINWp5,Lungs (Deluxe Version),"['baroque pop', 'pop', 'uk alternative pop']",73,149.964,0.809,0.501,-5.264,0.0938,0.00602,252818,0.258,False,4.0,pop
77,2009,78,4iHUBqALsttdeXVRXlTMQJ,Please Don't Leave Me,P!nk,21tsMIrRLUKFwfvX9oxQZR,Funhouse,"['dance pop', 'pop', 'post-teen pop']",58,138.006,0.839,0.587,-4.493,0.0363,0.0,231560,0.763,False,4.0,pop
78,2009,79,4fq2YUONcgrCJ2SPndSeKC,Already Gone,Kelly Clarkson,4h8seeFAi6iYhslcWIxTSG,All I Ever Wanted,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",56,78.139,0.872,0.209,-2.996,0.0757,0.0,281560,0.294,False,5.0,pop
79,2009,80,4ZC8hXXqu2hPcDLw9QTdtQ,Smile,Uncle Kracker,2MyLXLijtCj7VKGzBM7dyW,Happy Hour,"['country', 'country road', 'pop rock']",68,141.056,0.812,0.541,-3.764,0.0336,0.0,201626,0.607,False,3.0,country
80,2009,81,4IoYz8XqqdowINzfRrFnhi,You Found Me,The Fray,3ibdlhMmbFPMYoWvwHCzI3,The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']",74,151.994,0.803,0.338,-5.412,0.0413,0.0,241853,0.4,False,4.0,rock
81,2009,82,3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,Rihanna,7uGmyYwDFJbSc1xs4hkEs2,Rated R,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",65,80.051,0.486,0.48,-5.754,0.0447,0.0,227533,0.265,True,4.0,pop
82,2009,83,1IAzD1muglOxOcPbUHs70R,Whatever You Like,T.I.,5PfepkNWgRR2DI02Y8AawC,Paper Trail,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,150.053,0.687,0.68,-6.162,0.0709,0.0,249533,0.467,True,4.0,rap
83,2009,84,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,5CZR6ljD0x9fTiS4mh9wMp,Only By The Night,"['modern rock', 'rock']",76,137.028,0.715,0.276,-5.356,0.0432,0.000417,230760,0.173,False,4.0,rock
84,2009,85,244AvzGQ4Ksa5637JQu5Gy,You've Got The Love,Florence + The Machine,1rLLyY5p6HXNl2lKzINWp5,Lungs (Deluxe Version),"['baroque pop', 'pop', 'uk alternative pop']",71,109.85,0.694,0.574,-4.697,0.0327,0.0,168666,0.401,False,3.0,pop
85,2009,86,06T10fEzN8ZCcqzQZYA184,Gotta Be Somebody,Nickelback,0GQ9AZBJSj109gmSdSrviC,Dark Horse,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",63,115.998,0.89,0.536,-5.222,0.0601,0.00165,252653,0.205,False,4.0,metal
86,2009,87,6TrNRd98WksT9Kkmx9uj6R,Let It Rock,Kevin Rudolf,5bHhH3k4p4ugORIb3q9BHd,In The City,"['dance pop', 'pop rap']",66,113.172,0.783,0.607,-4.41,0.0397,0.0,231173,0.434,True,4.0,pop
87,2009,88,7f2YrnkCsVAmsTgLf7GFAy,Sober,P!nk,3nR5vEcIp8UzOJgkw8G8yX,Greatest Hits...So Far!!!,"['dance pop', 'pop', 'post-teen pop']",48,91.054,0.791,0.612,-4.904,0.0301,0.0,251440,0.404,False,4.0,pop
